state,jurisdiction_type,name,fips_code,rate
AR,city,Magnolia,43460,0.0225
AR,city,Malvern,43610,0.02
AR,city,Mammoth Spring,43670,0.01
AR,city,Manila,43820,0.0125
AR,city,Mansfield,43880,0.025
AR,city,Marianna,44120,0.02
AR,city,Marion,44180,0.02
AR,city,Marked Tree,44210,0.02
AR,city,Marmaduke,44240,0.0125
AR,city,Marshall,44300,0.015
AR,city,Marvell,44420,0.03
AR,city,Maumelle,44600,0.02
AR,city,Mayflower,44750,0.025
AR,city,Maynard,44780,0.015
AR,city,McCaskill,42410,0.015
AR,city,McCrory,42500,0.01
AR,city,McGehee,42770,0.03
AR,city,McNab,43070,0.015
AR,city,McNeil,43100,0.01
AR,city,McRae,43220,0.01
AR,city,Melbourne,45080,0.02
AR,city,Mena,45170,0.01
AR,city,Menifee,45200,0.03
AR,city,Midland,45500,0.01
AR,city,Mineral Springs,46040,0.01
AR,city,Monette,46400,0.02
AR,city,Monticello,46580,0.01
AR,city,Moorefield,46730,0.02
AR,city,Moro,46910,0.01
AR,city,Morrilton,46970,0.01
AR,city,Morrison Bluff,47030,0.01
AR,city,Mount Ida,47690,0.01
AR,city,Mountain Home,47390,0.02125
AR,city,Mountain View,47540,0.02
AR,city,Mountainburg,47300,0.025
AR,city,Mulberry,48200,0.02
AR,city,Murfreesboro,48290,0.015
AR,city,Nashville,48560,0.01
AR,city,Newport,49580,0.015
AR,city,Norfork,50000,0.01
AR,city,Norman,50030,0.01
AR,city,North Little Rock,50450,0.02
AR,city,Oak Grove,50810,0.01
AR,city,Oak Grove Heights,51060,0.01
AR,city,Ola,51560,0.02
AR,city,Oppelo,52430,0.01
AR,city,Osceola,52580,0.02
AR,city,Oxford,52880,0.01
AR,city,Ozark,52970,0.02
AR,city,Palestine,53150,0.02
AR,city,Pangburn,53240,0.01
AR,city,Paragould,53390,0.015
AR,city,Paris,53480,0.015
AR,city,Parkdale,53510,0.01
AR,city,Patmos,53900,0.01
AR,city,Patterson,53990,0.01
AR,city,Pea Ridge,54200,0.02
AR,city,Perla,54620,0.01
AR,city,Perryville,54710,0.01
AR,city,Piggott,55130,0.02
AR,city,Pine Bluff,55310,0.01625
AR,city,Pineville,55580,0.01
AR,city,Plainview,55970,0.015
AR,city,Pleasant Plains,56270,0.03
AR,city,Plumerville,56480,0.02
AR,city,Pocahontas,56540,0.02
AR,city,Pollard,56600,0.01
AR,city,Portia,56720,0.01
AR,city,Portland,56750,0.02
AR,city,Pottsville,56990,0.015
AR,city,Powhatan,57050,0.01
AR,city,Prairie Grove,57170,0.0275
AR,city,Prescott,57260,0.02
AR,city,Pyatt,57890,0.015
AR,city,Quitman,57950,0.015
AR,city,Ravenden,58250,0.01
AR,city,Rector,58490,0.02
AR,city,Redfield,58580,0.02
AR,city,Rison,59480,0.01
AR,city,Rockport,60020,0.03
AR,city,Roe,60380,0.01
AR,city,Rogers,60410,0.02
AR,city,Rose Bud,60770,0.02
AR,city,Rosston,61040,0.015
AR,city,Rudy,61460,0.005
AR,city,Russellville,61670,0.015
AR,city,Salem,62150,0.01
AR,city,Salesville,62240,0.01
AR,city,Scranton,62960,0.01
AR,city,Searcy,63020,0.02
AR,city,Shannon Hills,63470,0.01
AR,city,Sheridan,63710,0.02
AR,city,Sherrill,63740,0.01
AR,city,Sherwood,63800,0.02
AR,city,Shirley,63980,0.01
AR,city,Siloam Springs,64370,0.02
AR,city,Sparkman,65900,0.01
AR,city,Springdale,66080,0.02
AR,city,Springtown,66200,0.01
AR,city,St. Charles,61940,0.02
AR,city,St. Paul,62060,0.02
AR,city,Stamps,66320,0.01
AR,city,Star City,66440,0.0125
AR,city,Stephens,66860,0.03
AR,city,Strong,67370,0.01
AR,city,Stuttgart,67490,0.03
AR,city,Subiaco,67520,0.01
AR,city,Sulphur Springs,67760,0.02
AR,city,Summit,67940,0.01
AR,city,Sunset,68060,0.03
AR,city,Swifton,68360,0.01
AR,city,Taylor,68660,0.02
AR,city,Texarkana,68810,0.025
AR,city,Thornton,69050,0.01
AR,city,Tillar,69230,0.02
AR,city,Tontitown,69740,0.0275
AR,city,Trumann,70010,0.02
AR,city,Tuckerman,70100,0.0125
AR,city,Turrell,70430,0.02
AR,city,Tyronza,70700,0.01
AR,city,Van Buren,71480,0.015
AR,city,Vandervoort,71510,0.01
AR,city,Vilonia,71960,0.0275
AR,city,Viola,72140,0.02
AR,city,Wabbaseka,72230,0.02
AR,city,Waldenburg,72320,0.02
AR,city,Waldron,72380,0.01
AR,city,Walnut Ridge,72890,0.02
AR,city,Ward,73130,0.02
AR,city,Warren,73310,0.01
AR,city,Washington,73370,0.01
AR,city,Weiner,73940,0.015
AR,city,West Fork,74360,0.03
AR,city,West Memphis,74540,0.0225
AR,city,Western Grove,74330,0.01
AR,city,Wheatley,74840,0.01
AR,city,White Hall,75170,0.01
AR,city,Wickes,75500,0.01
AR,city,Widener,75560,0.0175
AR,city,Wiederkehr Village,75570,0.01
AR,city,Wilmar,75860,0.01
AR,city,Wilmot,75890,0.02
AR,city,Wilson,75920,0.01
AR,city,Wilton,75980,0.01
AR,city,Winslow,76190,0.02
AR,city,Wynne,77090,0.01
AR,city,Yellville,77330,0.02
AR,county,Arkansas,001,0.01
AR,county,Ashley,003,0.015
AR,county,Baxter,005,0.0125
AR,county,Benton,007,0.01
AR,county,Boone,009,0.0125
AR,county,Bradley,011,0.02
AR,county,Calhoun,013,0.02625
AR,county,Carroll,015,0.005
AR,county,Chicot,017,0.02
AR,county,Clark,019,0.015
AR,county,Clay,021,0.015
AR,county,Cleburne,023,0.01625
AR,county,Cleveland,025,0.0325
AR,county,Columbia,027,0.015
AR,county,Conway,029,0.0175
AR,county,Craighead,031,0.01
AR,county,Crawford,033,0.0125
AR,county,Crittenden,035,0.0175
AR,county,Cross,037,0.03
AR,county,Dallas,039,0.02
AR,county,Desha,041,0.015
AR,county,Drew,043,0.0225
AR,county,Faulkner,045,0.005
AR,county,Franklin,047,0.02
AR,county,Fulton,049,0.03
AR,county,Garland,051,0.015
AR,county,Grant,053,0.0125
AR,county,Greene,055,0.01375
AR,county,Hempstead,057,0.02
AR,county,Hot Spring,059,0.015
AR,county,Howard,061,0.0275
AR,county,Independence,063,0.015
AR,county,Izard,065,0.005
AR,county,Jackson,067,0.0225
AR,county,Jefferson,069,0.0125
AR,county,Johnson,071,0.01
AR,county,Lafayette,073,0.0225
AR,county,Lawrence,075,0.025
AR,county,Lee,077,0.01
AR,county,Lincoln,079,0.02
AR,county,Little River,081,0.02875
AR,county,Logan,083,0.02
AR,county,Lonoke,085,0.015
AR,county,Madison,087,0.035
AR,county,Marion,089,0.0125
AR,county,Miller,091,0.0125
AR,county,Mississippi,093,0.025
AR,county,Montgomery,097,0.03
AR,county,Nevada,099,0.02
AR,county,Newton,101,0.01
AR,county,Ouachita,103,0.025
AR,county,Perry,105,0.0275
AR,county,Phillips,107,0.02
AR,county,Pike,109,0.02
AR,county,Poinsett,111,0.0175
AR,county,Polk,113,0.02
AR,county,Pope,115,0.01
AR,county,Prairie,117,0.015
AR,county,Pulaski,119,0.01
AR,county,Randolph,121,0.0125
AR,county,Scott,127,0.02
AR,county,Searcy,129,0.015
AR,county,Sebastian,131,0.01
AR,county,Sevier,133,0.03125
AR,county,Sharp,135,0.0125
AR,county,St. Francis,123,0.02875
AR,county,Stone,137,0.015
AR,county,Union,139,0.02
AR,county,Van Buren,141,0.015
AR,county,Washington,143,0.0125
AR,county,White,145,0.0175
AR,county,Woodruff,147,0.02
AR,county,Yell,149,0.01125
AZ,city,Apache Junction,,0.024
AZ,city,Avondale,,0.025
AZ,city,Benson,,0.035
AZ,city,Bisbee,,0.035
AZ,city,Buckeye,,0.03
AZ,city,Bullhead City,,0.02
AZ,city,Camp Verde,,0.0365
AZ,city,Carefree,,0.03
AZ,city,Casa Grande,,0.02
AZ,city,Cave Creek,,0.03
AZ,city,Chandler,,0.015
AZ,city,Chino Valley,,0.04
AZ,city,Clarkdale,,0.035
AZ,city,Clifton,,0.03
AZ,city,Colorado City,,0.03
AZ,city,Coolidge,,0.03
AZ,city,Cottonwood,,0.035
AZ,city,"County Stadium District, Maricopa",,0.063
AZ,city,Dewey-Humboldt,,0.02
AZ,city,Douglas,,0.038
AZ,city,Duncan,,0.02
AZ,city,Eagar,,0.03
AZ,city,El Mirage,,0.03
AZ,city,Eloy,,0.03
AZ,city,Flagstaff,,0.02486
AZ,city,Florence,,0.02
AZ,city,Fountain Hills,,0.029
AZ,city,Fredonia,,0.04
AZ,city,Gila Bend,,0.035
AZ,city,Gilbert,,0.02
AZ,city,Glendale,,0.029
AZ,city,Globe,,0.033
AZ,city,Goodyear,,0.025
AZ,city,Guadalupe,,0.04
AZ,city,Hayden,,0.03
AZ,city,Holbrook,,0.03
AZ,city,Huachuca City,,0.019
AZ,city,Jerome,,0.035
AZ,city,Kearny,,0.04
AZ,city,Kingman,,0.025
AZ,city,Lake Havasu City,,0.02
AZ,city,Litchfield Park,,0.028
AZ,city,Mammoth,,0.04
AZ,city,Marana,,0.025
AZ,city,Maricopa,,0.025
AZ,city,Mesa,,0.02
AZ,city,Miami,,0.025
AZ,city,Nogales,,0.02
AZ,city,Oro Valley,,0.025
AZ,city,Page,,0.03
AZ,city,Paradise Valley,,0.025
AZ,city,Parker,,0.02
AZ,city,Patagonia,,0.03
AZ,city,Payson,,0.0388
AZ,city,Peoria,,0.018
AZ,city,Phoenix,,0.028
AZ,city,Pima,,0.02
AZ,city,Pinetop-Lakeside,,0.03
AZ,city,Prescott,,0.0295
AZ,city,Prescott Valley,,0.0283
AZ,city,Quartzsite,,0.025
AZ,city,Queen Creek,,0.0225
AZ,city,"Rio Nuevo District, Pima",,0.061
AZ,city,Safford,,0.025
AZ,city,Sahuarita,,0.02
AZ,city,San Luis,,0.04
AZ,city,Scottsdale,,0.017
AZ,city,Sedona,,0.035
AZ,city,Show Low,,0.02
AZ,city,Sierra Vista,,0.0195
AZ,city,Snowflake,,0.03
AZ,city,Somerton,,0.033
AZ,city,South Tucson,,0.05
AZ,city,Special Tax District Phoenix,,0.028
AZ,city,Special Taxing District Queen Creek,,0.0225
AZ,city,Springerville,,0.03
AZ,city,St Johns,,0.03
AZ,city,Star Valley,,0.02
AZ,city,Superior,,0.04
AZ,city,Surprise,,0.028
AZ,city,Taylor,,0.03
AZ,city,Tempe,,0.018
AZ,city,Thatcher,,0.025
AZ,city,Tolleson,,0.025
AZ,city,Tombstone,,0.035
AZ,city,"Tourism & Sports Authority District-New, Maricopa",,0.063
AZ,city,Tucson,,0.026
AZ,city,Tusayan,,0.02
AZ,city,Wellton,,0.035
AZ,city,Wickenburg,,0.022
AZ,city,Willcox,,0.03
AZ,city,Williams,,0.035
AZ,city,Winkelman,,0.035
AZ,city,Winslow,,0.03
AZ,city,Youngtown,,0.03
AZ,city,Yuma,,0.017
AZ,county,Apache,,0.005
AZ,county,Cochise,,0.005
AZ,county,Coconino,,0.013
AZ,county,Gila,,0.01
AZ,county,Graham,,0.01
AZ,county,Greenlee,,0.005
AZ,county,La Paz,,0.01
AZ,county,Maricopa,,0.007
AZ,county,Navajo,,0.0083
AZ,county,Pima,,0.005
AZ,county,Pinal,,0.011
AZ,county,Santa Cruz,,0.01
AZ,county,Yavapai,,0.0075
AZ,county,Yuma,,0.01112
CA,special_district,Adelanto (CDTFA tax area),,0.005
CA,special_district,Agoura Hills (CDTFA tax area),,0.025
CA,special_district,Alameda (CDTFA tax area),,0.035
CA,special_district,Albany (CDTFA tax area),,0.035
CA,special_district,Alhambra (CDTFA tax area),,0.0325
CA,special_district,Aliso Viejo (CDTFA tax area),,0.005
CA,special_district,Alturas (CDTFA tax area),,0.0
CA,special_district,Amador City (CDTFA tax area),,0.0075
CA,special_district,American Canyon (CDTFA tax area),,0.005
CA,special_district,Anaheim (CDTFA tax area),,0.005
CA,special_district,Anaheim (CDTFA tax area),,0.005
CA,special_district,Anderson (CDTFA tax area),,0.005
CA,special_district,Angels Camp (CDTFA tax area),,0.015
CA,special_district,Antioch (CDTFA tax area),,0.025
CA,special_district,Apple Valley (CDTFA tax area),,0.015
CA,special_district,Arcadia (CDTFA tax area),,0.0325
CA,special_district,Arcata (CDTFA tax area),,0.03
CA,special_district,Arroyo Grande (CDTFA tax area),,0.015
CA,special_district,Artesia (CDTFA tax area),,0.0325
CA,special_district,Arvin (CDTFA tax area),,0.01
CA,special_district,Atascadero (CDTFA tax area),,0.015
CA,special_district,Atherton (CDTFA tax area),,0.02125
CA,special_district,Atwater (CDTFA tax area),,0.015
CA,special_district,Auburn (CDTFA tax area),,0.0
CA,special_district,Avalon (CDTFA tax area),,0.03
CA,special_district,Avenal (CDTFA tax area),,0.01
CA,special_district,Azusa (CDTFA tax area),,0.035
CA,special_district,Azusa (CDTFA tax area),,0.035
CA,special_district,Bakersfield (CDTFA tax area),,0.01
CA,special_district,Baldwin Park (CDTFA tax area),,0.0325
CA,special_district,Baldwin Park (CDTFA tax area),,0.0325
CA,special_district,Banning (CDTFA tax area),,0.005
CA,special_district,Barstow (CDTFA tax area),,0.015
CA,special_district,Beaumont (CDTFA tax area),,0.005
CA,special_district,Bell (CDTFA tax area),,0.025
CA,special_district,Bell Gardens (CDTFA tax area),,0.0325
CA,special_district,Bellflower (CDTFA tax area),,0.0325
CA,special_district,Belmont (CDTFA tax area),,0.02625
CA,special_district,Belvedere (CDTFA tax area),,0.01
CA,special_district,Benicia (CDTFA tax area),,0.02375
CA,special_district,Berkeley (CDTFA tax area),,0.03
CA,special_district,Beverly Hills (CDTFA tax area),,0.025
CA,special_district,Big Bear Lake (CDTFA tax area),,0.005
CA,special_district,Biggs (CDTFA tax area),,0.01
CA,special_district,Bishop (CDTFA tax area),,0.015
CA,special_district,Blue Lake (CDTFA tax area),,0.025
CA,special_district,Blythe (CDTFA tax area),,0.015
CA,special_district,Bradbury (CDTFA tax area),,0.025
CA,special_district,Brawley (CDTFA tax area),,0.015
CA,special_district,Brea (CDTFA tax area),,0.005
CA,special_district,Brentwood (CDTFA tax area),,0.015
CA,special_district,Brisbane (CDTFA tax area),,0.02625
CA,special_district,Buellton (CDTFA tax area),,0.005
CA,special_district,Buena Park (CDTFA tax area),,0.015
CA,special_district,Burbank (CDTFA tax area),,0.0325
CA,special_district,Burlingame (CDTFA tax area),,0.02375
CA,special_district,Calabasas (CDTFA tax area),,0.025
CA,special_district,Calexico (CDTFA tax area),,0.01
CA,special_district,California City (CDTFA tax area),,0.01
CA,special_district,Calimesa (CDTFA tax area),,0.005
CA,special_district,Calipatria (CDTFA tax area),,0.005
CA,special_district,Calistoga (CDTFA tax area),,0.005
CA,special_district,Camarillo (CDTFA tax area),,0.0
CA,special_district,Campbell (CDTFA tax area),,0.0325
CA,special_district,Canyon Lake (CDTFA tax area),,0.005
CA,special_district,Capitola (CDTFA tax area),,0.02
CA,special_district,Carlsbad (CDTFA tax area),,0.005
CA,special_district,Carmel-By-The-Sea (CDTFA tax area),,0.02
CA,special_district,Carpinteria (CDTFA tax area),,0.0175
CA,special_district,Carson (CDTFA tax area),,0.0325
CA,special_district,Carson (CDTFA tax area),,0.0325
CA,special_district,Cathedral City (CDTFA tax area),,0.02
CA,special_district,Ceres (CDTFA tax area),,0.01125
CA,special_district,Cerritos (CDTFA tax area),,0.025
CA,special_district,Chico (CDTFA tax area),,0.02
CA,special_district,Chino (CDTFA tax area),,0.015
CA,special_district,Chino Hills (CDTFA tax area),,0.005
CA,special_district,Chowchilla (CDTFA tax area),,0.015
CA,special_district,Chula Vista (CDTFA tax area),,0.015
CA,special_district,Citrus Heights (CDTFA tax area),,0.005
CA,special_district,Claremont (CDTFA tax area),,0.025
CA,special_district,Clayton (CDTFA tax area),,0.015
CA,special_district,Clearlake (CDTFA tax area),,0.015
CA,special_district,Cloverdale (CDTFA tax area),,0.0275
CA,special_district,Clovis (CDTFA tax area),,0.01725
CA,special_district,Coachella (CDTFA tax area),,0.015
CA,special_district,Coalinga (CDTFA tax area),,0.01725
CA,special_district,Colfax (CDTFA tax area),,0.0
CA,special_district,Colma (CDTFA tax area),,0.02625
CA,special_district,Colton (CDTFA tax area),,0.015
CA,special_district,Colton (CDTFA tax area),,0.015
CA,special_district,Colton (CDTFA tax area),,0.015
CA,special_district,Colton (CDTFA tax area),,0.015
CA,special_district,Colusa (CDTFA tax area),,0.015
CA,special_district,Commerce (CDTFA tax area),,0.0325
CA,special_district,Compton (CDTFA tax area),,0.035
CA,special_district,Concord (CDTFA tax area),,0.025
CA,special_district,Corcoran (CDTFA tax area),,0.01
CA,special_district,Corning (CDTFA tax area),,0.005
CA,special_district,Corona (CDTFA tax area),,0.015
CA,special_district,Coronado (CDTFA tax area),,0.005
CA,special_district,Corte Madera (CDTFA tax area),,0.0175
CA,special_district,Costa Mesa (CDTFA tax area),,0.005
CA,special_district,Cotati (CDTFA tax area),,0.03
CA,special_district,Covina (CDTFA tax area),,0.0325
CA,special_district,Crescent City (CDTFA tax area),,0.01
CA,special_district,Cudahy (CDTFA tax area),,0.0325
CA,special_district,Culver City (CDTFA tax area),,0.035
CA,special_district,Cupertino (CDTFA tax area),,0.025
CA,special_district,Cypress (CDTFA tax area),,0.005
CA,special_district,Daly City (CDTFA tax area),,0.02625
CA,special_district,Dana Point (CDTFA tax area),,0.005
CA,special_district,Danville (CDTFA tax area),,0.015
CA,special_district,Davis (CDTFA tax area),,0.02
CA,special_district,Davis (CDTFA tax area),,0.02
CA,special_district,Del Mar (CDTFA tax area),,0.015
CA,special_district,Del Rey Oaks (CDTFA tax area),,0.02
CA,special_district,Delano (CDTFA tax area),,0.01
CA,special_district,Desert Hot Springs (CDTFA tax area),,0.015
CA,special_district,Diamond Bar (CDTFA tax area),,0.025
CA,special_district,Dinuba (CDTFA tax area),,0.0125
CA,special_district,Dixon (CDTFA tax area),,0.01125
CA,special_district,Dorris (CDTFA tax area),,0.0
CA,special_district,Dos Palos (CDTFA tax area),,0.01
CA,special_district,Downey (CDTFA tax area),,0.0325
CA,special_district,Duarte (CDTFA tax area),,0.0325
CA,special_district,Dublin (CDTFA tax area),,0.03
CA,special_district,Dunsmuir (CDTFA tax area),,0.01
CA,special_district,East Palo Alto (CDTFA tax area),,0.02625
CA,special_district,Eastvale (CDTFA tax area),,0.005
CA,special_district,El Cajon (CDTFA tax area),,0.01
CA,special_district,El Centro (CDTFA tax area),,0.01
CA,special_district,El Cerrito (CDTFA tax area),,0.03
CA,special_district,El Monte (CDTFA tax area),,0.0325
CA,special_district,El Segundo (CDTFA tax area),,0.025
CA,special_district,Elk Grove (CDTFA tax area),,0.015
CA,special_district,Emeryville (CDTFA tax area),,0.0325
CA,special_district,Encinitas (CDTFA tax area),,0.005
CA,special_district,Escalon (CDTFA tax area),,0.015
CA,special_district,Escondido (CDTFA tax area),,0.015
CA,special_district,Etna (CDTFA tax area),,0.0
CA,special_district,Eureka (CDTFA tax area),,0.03
CA,special_district,Exeter (CDTFA tax area),,0.015
CA,special_district,Fairfax (CDTFA tax area),,0.0175
CA,special_district,Fairfield (CDTFA tax area),,0.01125
CA,special_district,Farmersville (CDTFA tax area),,0.015
CA,special_district,Ferndale (CDTFA tax area),,0.0225
CA,special_district,Fillmore (CDTFA tax area),,0.0
CA,special_district,Firebaugh (CDTFA tax area),,0.00725
CA,special_district,Folsom (CDTFA tax area),,0.005
CA,special_district,Fontana (CDTFA tax area),,0.015
CA,special_district,Fontana (CDTFA tax area),,0.015
CA,special_district,Fort Bragg (CDTFA tax area),,0.02
CA,special_district,Fort Jones (CDTFA tax area),,0.0
CA,special_district,Fortuna (CDTFA tax area),,0.0225
CA,special_district,Foster City (CDTFA tax area),,0.02125
CA,special_district,Fountain Valley (CDTFA tax area),,0.015
CA,special_district,Fowler (CDTFA tax area),,0.01725
CA,special_district,Fremont (CDTFA tax area),,0.03
CA,special_district,Fresno (CDTFA tax area),,0.011
CA,special_district,Fullerton (CDTFA tax area),,0.005
CA,special_district,Galt (CDTFA tax area),,0.02
CA,special_district,Garden Grove (CDTFA tax area),,0.015
CA,special_district,Gardena (CDTFA tax area),,0.0325
CA,special_district,Gilroy (CDTFA tax area),,0.025
CA,special_district,Glendale (CDTFA tax area),,0.0325
CA,special_district,Glendora (CDTFA tax area),,0.035
CA,special_district,Goleta (CDTFA tax area),,0.015
CA,special_district,Gonzales (CDTFA tax area),,0.015
CA,special_district,Grand Terrace (CDTFA tax area),,0.005
CA,special_district,Grass Valley (CDTFA tax area),,0.01625
CA,special_district,Greenfield (CDTFA tax area),,0.0225
CA,special_district,Gridley (CDTFA tax area),,0.01
CA,special_district,Grover Beach (CDTFA tax area),,0.015
CA,special_district,Guadalupe (CDTFA tax area),,0.015
CA,special_district,Gustine (CDTFA tax area),,0.01
CA,special_district,Half Moon Bay (CDTFA tax area),,0.02625
CA,special_district,Hanford (CDTFA tax area),,0.01
CA,special_district,Hawaiian Gardens (CDTFA tax area),,0.0325
CA,special_district,Hawthorne (CDTFA tax area),,0.0325
CA,special_district,Hayward (CDTFA tax area),,0.035
CA,special_district,Healdsburg (CDTFA tax area),,0.025
CA,special_district,Hemet (CDTFA tax area),,0.015
CA,special_district,Hercules (CDTFA tax area),,0.02
CA,special_district,Hermosa Beach (CDTFA tax area),,0.025
CA,special_district,Hesperia (CDTFA tax area),,0.005
CA,special_district,Hidden Hills (CDTFA tax area),,0.025
CA,special_district,Highland (CDTFA tax area),,0.005
CA,special_district,Hillsborough (CDTFA tax area),,0.02125
CA,special_district,Hollister (CDTFA tax area),,0.02
CA,special_district,Holtville (CDTFA tax area),,0.005
CA,special_district,Hughson (CDTFA tax area),,0.00625
CA,special_district,Huntington Beach (CDTFA tax area),,0.005
CA,special_district,Huntington Park (CDTFA tax area),,0.0325
CA,special_district,Huntington Park (CDTFA tax area),,0.0325
CA,special_district,Huron (CDTFA tax area),,0.01725
CA,special_district,Imperial (CDTFA tax area),,0.005
CA,special_district,Imperial Beach (CDTFA tax area),,0.015
CA,special_district,Indian Wells (CDTFA tax area),,0.005
CA,special_district,Indio (CDTFA tax area),,0.015
CA,special_district,Industry (CDTFA tax area),,0.025
CA,special_district,Inglewood (CDTFA tax area),,0.03
CA,special_district,Ione (CDTFA tax area),,0.005
CA,special_district,Irvine (CDTFA tax area),,0.005
CA,special_district,Irwindale (CDTFA tax area),,0.035
CA,special_district,Isleton (CDTFA tax area),,0.015
CA,special_district,Jackson (CDTFA tax area),,0.005
CA,special_district,Jurupa Valley (CDTFA tax area),,0.005
CA,special_district,Kerman (CDTFA tax area),,0.01725
CA,special_district,King City (CDTFA tax area),,0.015
CA,special_district,Kingsburg (CDTFA tax area),,0.01725
CA,special_district,Kingsburg (CDTFA tax area),,0.01725
CA,special_district,La Cañada Flintridge (CDTFA tax area),,0.0325
CA,special_district,La Habra (CDTFA tax area),,0.015
CA,special_district,La Habra Heights (CDTFA tax area),,0.025
CA,special_district,La Mesa (CDTFA tax area),,0.0125
CA,special_district,La Mirada (CDTFA tax area),,0.025
CA,special_district,La Mirada (CDTFA tax area),,0.025
CA,special_district,La Palma (CDTFA tax area),,0.015
CA,special_district,La Puente (CDTFA tax area),,0.03
CA,special_district,La Quinta (CDTFA tax area),,0.015
CA,special_district,La Verne (CDTFA tax area),,0.0325
CA,special_district,Lafayette (CDTFA tax area),,0.02
CA,special_district,Laguna Beach (CDTFA tax area),,0.005
CA,special_district,Laguna Hills (CDTFA tax area),,0.005
CA,special_district,Laguna Niguel (CDTFA tax area),,0.005
CA,special_district,Laguna Woods (CDTFA tax area),,0.005
CA,special_district,Lake Elsinore (CDTFA tax area),,0.015
CA,special_district,Lake Forest (CDTFA tax area),,0.005
CA,special_district,Lakeport (CDTFA tax area),,0.015
CA,special_district,Lakewood (CDTFA tax area),,0.0325
CA,special_district,Lancaster (CDTFA tax area),,0.04
